1415,4272,36,93,2442,301,676,3628,4292,502.6305965,1110,50
1387,4320,36,94,2521,289,719,3739,4262,520.198371,1088,34
1418,4234,36,94,2433,287,696,3596,4320,518.5790886,1085,35
1413,4318,36,95,2506,332,713,3685,4242,507.1069754,1090,34
1464,4294,36,98,2482,278,669,3512,4208,514.5184397,1096,34
1374,4269,36,94,2590,291,723,3677,4331,521.8948564,1099,47
1360,4330,36,93,2511,296,716,3584,4286,508.2808208,1067,34
1413,4272,36,94,2445,310,721,3672,4295,509.3580994,1066,37
1423,4284,36,102,2509,278,722,3629,4268,511.9472493,1022,43
1405,4334,36,94,2487,285,702,3624,4236,508.1749855,1061,35
1415,4317,36,88,2586,318,711,3575,4249,504.8634077,1054,26
1454,4293,36,90,2463,323,722,3608,4232,502.1009198,1057,35
1374,4298,36,92,2571,294,741,3602,4315,517.4312031,1086,37
1401,4322,36,89,2489,298,702,3620,4254,507.334585,1043,41
1390,4328,36,91,2536,304,708,3618,4257,508.2564842,1106,41
1404,4303,36,95,2543,297,722,3642,4272,499.1438047,1052,37
1401,4398,36,95,2569,342,712,3576,4184,483.4721572,1077,39
1396,4289,36,95,2502,273,700,3666,4287,513.2410268,1107,31
1371,4295,36,94,2465,303,711,3632,4317,504.5050024,1066,38
1437,4324,36,97,2571,306,712,3529,4211,513.5442303,1054,35
1367,4288,36,93,2439,292,744,3653,4321,517.6677949,1085,48
1412,4416,36,96,2569,333,707,3583,4152,499.2433093,1062,40
1432,4326,36,95,2505,326,771,3561,4219,504.4339027,1052,41
1370,4364,36,98,2572,325,716,3663,4238,515.1702843,1082,38
1414,4289,36,93,2468,319,737,3666,4274,509.1749302,1092,36
1446,4271,36,94,2474,301,715,3612,4250,516.9995408,1085,30
1416,4210,36,101,2459,323,723,3639,4358,508.6649523,1089,32
1415,4354,36,93,2541,305,700,3680,4215,492.461411,1046,48
1442,4242,36,99,2478,324,746,3618,4294,514.6347174,1066,44
1393,4265,36,91,2401,268,737,3568,4320,511.504468,1057,38
1401,4279,36,92,2469,296,693,3686,4291,513.2245154,1074,30
1448,4234,36,96,2497,313,668,3633,4297,507.2912155,1103,44
1393,4246,36,91,2523,323,697,3644,4342,510.5635758,1088,35
1399,4234,36,96,2429,297,734,3685,4339,514.7505265,1074,36
1381,4332,36,88,2509,310,685,3604,4261,506.6476648,1057,39
1392,4349,36,96,2540,306,730,3536,4235,502.6918794,1070,30
1409,4327,36,97,2538,309,721,3631,4246,493.5946625,1024,42
1423,4272,36,97,2447,293,709,3602,4274,521.7729634,1083,34
1447,4289,36,98,2482,267,669,3599,4236,508.8774496,1065,35
1387,4358,36,95,2519,298,697,3542,4236,503.7150748,1107,33
