2399,794,36,107,708,162,884,3943,1390,5556.558682,2664,45
2419,820,36,113,715,161,891,3880,1326,5563.920482,2659,48
2426,834,36,112,746,166,878,3828,1314,5557.938804,2676,51
2394,763,36,101,688,136,889,3761,1392,5591.272885,2747,37
2379,800,36,101,703,123,899,3946,1389,5571.59565,2749,41
2444,843,36,112,732,170,862,3884,1358,5493.138588,2632,46
2379,838,36,113,737,168,874,3865,1385,5539.19587,2643,49
2382,782,36,111,695,146,894,3840,1397,5577.190465,2721,44
2379,759,36,112,658,130,843,3967,1399,5603.124909,2719,37
2334,833,36,108,743,180,855,3895,1345,5619.678587,2663,46
2321,798,36,120,711,135,905,3958,1419,5607.528438,2706,42
2324,863,36,109,766,160,909,3930,1442,5512.647771,2664,49
2493,806,36,104,701,140,893,3853,1346,5490.631585,2650,55
2310,826,36,115,740,153,920,3867,1395,5607.663741,2782,46
2407,797,36,102,700,149,935,3800,1374,5555.955886,2704,48
2398,837,36,111,753,173,905,3891,1377,5524.768928,2707,38
2229,847,36,113,752,159,951,3939,1415,5658.70589,2656,45
2449,812,36,115,703,135,932,3857,1379,5495.674593,2657,50
2425,768,36,108,687,151,878,3866,1334,5601.241199,2720,34
2330,810,36,114,709,158,928,3904,1400,5603.220201,2737,52
2445,782,36,114,687,152,844,3893,1370,5538.679803,2680,47
2367,750,36,102,658,157,907,3891,1396,5629.775391,2651,44
2374,828,36,111,752,143,933,3855,1361,5572.184878,2684,39
2396,854,36,114,754,155,883,3892,1359,5526.281088,2691,44
2406,820,36,113,731,142,932,3876,1329,5580.019821,2613,39
2303,830,36,115,734,153,938,3834,1393,5626.341049,2723,52
2493,806,36,104,701,140,893,3853,1346,5490.631585,2650,55
2406,782,36,107,677,137,875,3837,1373,5579.089373,2723,47
2396,781,36,110,706,169,855,3843,1311,5638.875579,2733,37
2369,839,36,111,746,172,937,3879,1383,5555.132677,2643,44
2312,825,36,117,729,168,927,3936,1375,5623.420098,2709,54
2401,838,36,109,759,162,952,3934,1434,5469.53884,2697,46
2371,787,36,114,681,141,925,3942,1469,5517.154267,2672,52
2417,808,36,113,723,161,937,3804,1382,5531.26714,2689,44
2437,808,36,104,708,162,892,3797,1358,5542.444339,2684,50
2411,804,36,114,719,161,884,3848,1357,5560.585629,2689,42
2419,819,36,106,724,166,921,3922,1368,5531.870029,2681,41
2392,810,36,107,720,161,876,3926,1402,5533.331674,2718,46
2411,828,36,115,752,148,956,3869,1405,5501.45292,2666,40
2407,822,36,108,728,157,899,3862,1327,5577.61434,2667,47
