0.7601,0.407102093,0.895540061,0.108312343,0.978687015,0.883699513,0.481252467,0.795798443,0.816300673,0.608638167,0.993389158,,,,,,,,,,,,
0.7581,0.429930247,0.89183485,0.12804878,0.978762696,0.882469331,0.48819417,0.803875166,0.822943423,0.606714983,0.992900459,,,,,,,,,,,,
0.7574,0.426125555,0.889886454,0.105515588,0.978082915,0.884077106,0.494586744,0.80504451,0.824620001,0.602967359,0.992433234,,,,,,,,,,,,
0.7606,0.384273938,0.89968446,0.098296199,0.982119379,0.883118591,0.505521956,0.796580447,0.817079188,0.59856788,0.994593015,,,,,,,,,,,,
0.7621,0.384273938,0.895026899,0.12125,0.983860386,0.882036478,0.482220181,0.796364169,0.816829739,0.596979915,0.993989151,,,,,,,,,,,,
0.7556,0.426125555,0.888433033,0.131672598,0.977501323,0.885918475,0.485971413,0.797705944,0.818283716,0.607924922,0.993147624,,,,,,,,,,,,
0.7621,0.429930247,0.890040677,0.12052506,0.977955649,0.885316888,0.492848708,0.795813062,0.816629201,0.610349403,0.992776058,,,,,,,,,,,,
0.7618,0.422320862,0.897348385,0.111253197,0.980834865,0.882646364,0.49593069,0.795640726,0.815855832,0.601960211,0.993563487,,,,,,,,,,,,
0.7621,0.426125555,0.900406771,0.133069829,0.982941871,0.889384595,0.479464637,0.796123579,0.816543997,0.603759837,0.994607986,,,,,,,,,,,,
0.7666,0.410906785,0.891338377,0.108043217,0.976519697,0.888468562,0.49191234,0.80316113,0.822432107,0.610273672,0.993267964,,,,,,,,,,,,
0.7679,0.456563094,0.896080219,0.109022556,0.982419586,0.882146113,0.484568303,0.793779974,0.814929289,0.606743206,0.993896236,,,,,,,,,,,,
0.7676,0.414711477,0.887571652,0.11239861,0.97915581,0.881578947,0.488014591,0.788345809,0.809136617,0.608982827,0.992807867,,,,,,,,,,,,
0.7507,0.395688015,0.892633542,0.130272953,0.981350739,0.881044359,0.486745704,0.799134458,0.819374957,0.604536636,0.99179227,,,,,,,,,,,,
0.769,0.437539632,0.892587776,0.104116223,0.980104031,0.880364109,0.497139142,0.796765734,0.816967328,0.59469697,0.993298368,,,,,,,,,,,,
0.7593,0.38807863,0.895034901,0.121706399,0.980376663,0.876860266,0.499539049,0.797822248,0.817533238,0.602118893,0.992937022,,,,,,,,,,,,
0.7602,0.422320862,0.889897395,0.100358423,0.977242831,0.880952381,0.48816101,0.796452328,0.816669465,0.59985218,0.994382853,,,,,,,,,,,,
0.7771,0.429930247,0.891005019,0.112160567,0.979539313,0.877621928,0.493115429,0.795638359,0.817259661,0.616406701,0.993500867,,,,,,,,,,,,
0.7551,0.437539632,0.892464574,0.134236453,0.982121573,0.876572639,0.489206728,0.795370233,0.815502982,0.605727853,0.992580502,,,,,,,,,,,,
0.7575,0.410906785,0.898613861,0.10546875,0.980066007,0.884092409,0.489636964,0.804025268,0.822864874,0.600411341,0.995005142,,,,,,,,,,,,
0.767,0.43373494,0.894393742,0.124691358,0.979400261,0.879009126,0.491003911,0.795918367,0.816795948,0.601020408,0.992419825,,,,,,,,,,,,
0.7555,0.43373494,0.896492389,0.121483376,0.979880874,0.888285903,0.484712111,0.797726266,0.817758719,0.604311236,0.993060682,,,,,,,,,,,,
0.7633,0.38807863,0.901742434,0.122666667,0.979431416,0.88117385,0.490239748,0.797181462,0.817924654,0.614848177,0.993607439,,,,,,,,,,,,
0.7626,0.422320862,0.891424076,0.09178744,0.981248361,0.877655389,0.494492526,0.799794057,0.819680035,0.605177994,0.994263019,,,,,,,,,,,,
0.7604,0.43373494,0.887690689,0.117096019,0.979615992,0.883876907,0.488164124,0.798666667,0.818708309,0.601333333,0.993481481,,,,,,,,,,,,
0.7594,0.429930247,0.892020016,0.108536585,0.981301027,0.87727153,0.48959705,0.80380868,0.823740747,0.614260407,0.994242693,,,,,,,,,,,,
0.7697,0.437539632,0.892165779,0.115662651,0.980122126,0.878134338,0.501883851,0.79714577,0.819330282,0.603465851,0.992427552,,,,,,,,,,,,
0.7507,0.395688015,0.892633542,0.130272953,0.981350739,0.881044359,0.486745704,0.799134458,0.819374957,0.604536636,0.99179227,,,,,,,,,,,,
0.7594,0.407102093,0.897023966,0.1342711,0.981959442,0.884777456,0.494732684,0.798443922,0.819009009,0.60026424,0.993100411,,,,,,,,,,,,
0.7604,0.41851617,0.8972909,0.09603073,0.977774855,0.887559179,0.494608101,0.807855782,0.82645106,0.59944306,0.994577165,,,,,,,,,,,,
0.7631,0.422320862,0.890053728,0.110846246,0.977460359,0.877211375,0.491678679,0.796378092,0.817893504,0.610865724,0.99352179,,,,,,,,,,,,
0.7688,0.445149017,0.892689906,0.116363636,0.978147763,0.879422477,0.488033299,0.799650299,0.819382209,0.605274661,0.992131721,,,,,,,,,,,,
0.7599,0.414711477,0.889722332,0.094272076,0.978681405,0.874720358,0.482300303,0.787901198,0.808983707,0.601094513,0.993196273,,,,,,,,,,,,
0.7629,0.43373494,0.896841001,0.134688691,0.981517892,0.87875213,0.483287456,0.785296697,0.806365722,0.609470915,0.992399883,,,,,,,,,,,,
0.7583,0.429930247,0.893445866,0.10519802,0.978768298,0.876434129,0.498351576,0.79601476,0.816423194,0.603099631,0.993505535,,,,,,,,,,,,
0.7563,0.395688015,0.893164088,0.123762376,0.978579929,0.882057385,0.497950549,0.798963731,0.820495091,0.602664693,0.992598075,,,,,,,,,,,,
0.7589,0.43373494,0.894057188,0.105721393,0.978785084,0.883515615,0.492950323,0.8,0.819540992,0.603684598,0.993809875,,,,,,,,,,,,
0.7581,0.4032974,0.891966759,0.115995116,0.978103153,0.87851207,0.482654003,0.79769299,0.818081933,0.603519669,0.993936705,,,,,,,,,,,,
0.7608,0.407102093,0.893533123,0.111111111,0.978838065,0.884858044,0.483964248,0.793762871,0.813964648,0.600176523,0.993233304,,,,,,,,,,,,
0.7589,0.437539632,0.890894716,0.09178744,0.980498089,0.874028199,0.49018316,0.792190504,0.813704026,0.605679633,0.994083715,,,,,,,,,,,,
0.7593,0.410906785,0.891742394,0.114355231,0.979323061,0.881601475,0.491373634,0.804017132,0.823750456,0.606114311,0.993058632,,,,,,,,,,,,
