0.4089,0.304375396,0.678894595,0.155369383,0.955734899,0.894350697,0.393739301,0.003962536,0.099264744,0.470821326,0.869956772
0.401,0.304375396,0.692269327,0.182333874,0.9680798,0.910473815,0.382044888,0.003602305,0.10175485,0.418948127,0.882204611
0.3034,0.292221518,0.684245221,0.144050104,0.955833883,0.910349374,0.382992749,0.001926782,0.099104175,0.468689788,0.886319846
0.3994,0.323398859,0.663745618,0.151898734,0.951176765,0.897095643,0.398848272,0.006412674,0.103530704,0.458694832,0.883062995
0.4147,0.304375396,0.693031107,0.206598586,0.955871714,0.907885218,0.378345792,0.004523312,0.095274826,0.452679193,0.882741823
0.2946,0.277742549,0.673794976,0.192507804,0.955193483,0.903937542,0.404276986,0.008564232,0.10638946,0.412594458,0.895214106
0.3946,0.300570704,0.672833249,0.170410534,0.962493664,0.900658895,0.414343639,0.009792844,0.105610171,0.443691149,0.893032015
0.3233,0.296766011,0.667182184,0.138475836,0.949891741,0.901330034,0.391277451,0.00741771,0.09988792,0.484005563,0.894761242
0.2156,0.254914394,0.67393321,0.122332859,0.960111317,0.914656772,0.388682746,0.004817619,0.104045,0.465244322,0.856847901
0.405,0.319594166,0.685679012,0.162608013,0.964197531,0.912592593,0.405185185,0.007202017,0.099361219,0.444724523,0.897011163
0.3947,0.300570704,0.690651127,0.202293202,0.955915885,0.907017988,0.392703319,0.006236244,0.101887754,0.450110051,0.891782832
0.4123,0.323398859,0.67935969,0.161119516,0.959495513,0.918505942,0.37472714,0.006069261,0.098422325,0.458050696,0.879685826
0.4096,0.323398859,0.688232422,0.191855912,0.959960938,0.903076172,0.384765625,0.001773679,0.096773665,0.46186591,0.88222774
0.4042,0.308180089,0.705096487,0.131711409,0.959426027,0.907966353,0.390648194,0.008421053,0.100218708,0.478596491,0.904210526
0.0043,0.009617417,0.302325581,0.233333333,0.627906977,0.744186047,0.302325581,0,0.0742203,0.230769231,0.846153846
0.3883,0.311984781,0.66391965,0.177011494,0.951583827,0.895699202,0.402008756,0.007757952,0.104691008,0.450737005,0.896431342
0.408,0.300570704,0.674754902,0.16729465,0.954166667,0.904901961,0.403431373,0.007991282,0.103380857,0.452233927,0.851071558
0.387,0.300570704,0.686046512,0.157201646,0.960465116,0.903875969,0.399741602,0.006779661,0.099315032,0.461393597,0.882109228
0.386,0.303318537,0.683678756,0.204750205,0.951036269,0.920466321,0.395854922,0.003789314,0.093024604,0.500947329,0.909056461
0.4021,0.327203551,0.686147724,0.194928685,0.968167123,0.905496145,0.421536931,0.002899601,0.098861504,0.447625951,0.895614353
0.4118,0.315789474,0.689898009,0.234925607,0.959932006,0.910636231,0.383438562,0.00563182,0.104549624,0.449841605,0.870820134
0.1595,0.195307546,0.699059561,0.145833333,0.949216301,0.911598746,0.379937304,0.016143498,0.112293141,0.462780269,0.886098655
0.2895,0.289156627,0.681174439,0.195016251,0.942314335,0.907772021,0.40656304,0.004056795,0.10467342,0.492900609,0.898580122
0.3948,0.304375396,0.661600811,0.15494012,0.941995947,0.919959473,0.387537994,0.006891271,0.097642677,0.456355283,0.889356815
0.403,0.258719087,0.638957816,0.125085911,0.955334988,0.916129032,0.377419355,0.006213592,0.099612315,0.445048544,0.891262136
0.4086,0.319594166,0.680372002,0.196784074,0.961331375,0.921928536,0.400146843,0.002877698,0.097183689,0.455035971,0.894604317
0.3978,0.346227013,0.655857215,0.185536888,0.954499749,0.905982906,0.398190045,0.006132618,0.095652679,0.444998084,0.90034496
0.3879,0.308180089,0.683681361,0.189079055,0.965455014,0.922144883,0.378705852,0.00678733,0.098995927,0.483408748,0.898190045
0.401,0.289156627,0.66882793,0.151355422,0.960349127,0.910723192,0.390274314,0.001491424,0.090786358,0.452647278,0.906785981
0.4012,0.285351934,0.670488534,0.164901664,0.951894317,0.911266201,0.367647059,0.000743494,0.0956197,0.469888476,0.906319703
0.4109,0.319594166,0.676563641,0.16854778,0.957167194,0.914334388,0.376247262,0.004676259,0.099974182,0.444604317,0.914748201
0.296,0.273726485,0.689527027,0.152339499,0.968918919,0.936148649,0.3875,0.011758942,0.104533095,0.464478197,0.89955904
0.3981,0.296766011,0.689274052,0.144704931,0.966088922,0.917106255,0.398141171,0.00728863,0.097885575,0.452623907,0.892857143
0.3965,0.304375396,0.683732661,0.16108453,0.961160151,0.908196721,0.39369483,0.007377352,0.097398181,0.458871265,0.898561416
0.4042,0.308180089,0.67714003,0.172413793,0.954477981,0.912666997,0.383968333,0.00621118,0.101102982,0.442455243,0.913043478
0.4026,0.327203551,0.691505216,0.153784219,0.958022851,0.911077993,0.395181321,0.001795977,0.096655069,0.461206897,0.890804598
0.3937,0.307017544,0.675895352,0.164576803,0.953517907,0.912877826,0.399542799,0.00526118,0.095090046,0.464862834,0.888763623
0.4059,0.327203551,0.660507514,0.189404935,0.959842326,0.918206455,0.403547672,0.005221932,0.095723703,0.481163745,0.897426333
0.4098,0.285351934,0.696681308,0.135156879,0.94704734,0.901903367,0.399463153,0.004903678,0.10302027,0.450437828,0.879859895
0.4033,0.303318537,0.686089759,0.184834123,0.95809571,0.907017109,0.389536325,0.003614022,0.097415276,0.44199494,0.88868811
0.387,0.308180089,0.65374677,0.167164179,0.959431525,0.912661499,0.396899225,0.01027668,0.100657269,0.468774704,0.883399209
0.3955,0.319594166,0.682427307,0.191082803,0.946902655,0.909228824,0.381036662,0.004075584,0.097856195,0.469062616,0.891441275
0.3908,0.281547242,0.694216991,0.165690377,0.959825998,0.919396111,0.400204708,0.003317361,0.092198952,0.48138592,0.893107261
0.3888,0.342422321,0.679269547,0.191659984,0.961419753,0.915380658,0.391203704,0.006436956,0.096429425,0.453994699,0.89284362
0.3986,0.308180089,0.683893628,0.143650794,0.957601606,0.914450577,0.415203211,0.002934703,0.094699466,0.4486427,0.890315481
0.4087,0.304375396,0.681428921,0.172043011,0.954734524,0.912160509,0.40225104,0.002872531,0.096200517,0.457450628,0.901256732
0.1686,0.244134432,0.668446026,0.137745975,0.942467378,0.915776987,0.379596679,0.000887311,0.098051447,0.44809228,0.899733807
0.4134,0.327203551,0.683599419,0.157492355,0.959845186,0.908079342,0.389453314,0.004600142,0.097951453,0.473106865,0.889242746
0.4136,0.304375396,0.696083172,0.210819411,0.953578337,0.919487427,0.383945841,0.004515457,0.09558311,0.436609934,0.889544981
0.4091,0.292221518,0.704473234,0.157981803,0.959667563,0.915424102,0.406502078,0.006939625,0.101749056,0.447258848,0.900416378
0.3997,0.300570704,0.646985239,0.138908575,0.954716037,0.909181886,0.372279209,0.008894045,0.103920886,0.431167827,0.885924207
0.3953,0.311984781,0.661016949,0.168656716,0.952441184,0.898558057,0.378193777,0.003444317,0.101206482,0.457711443,0.898201301
0.4163,0.304375396,0.684842662,0.136432927,0.960365121,0.905837137,0.393706462,0.007716591,0.099837852,0.466502981,0.908453174
0.4115,0.281547242,0.671688943,0.165062916,0.964034022,0.919319563,0.401944107,0.008321274,0.0963957,0.483357453,0.906657019
0.4051,0.334812936,0.68452234,0.180751174,0.960750432,0.901258948,0.413231301,0.002884962,0.100627539,0.443923549,0.882077173
