0,877,36,105,155,68,1214,8208,3954,19944.01919,4647,0
1,859,36,103,186,92,1243,8171,4029,20551.6742,4743,0
0,867,36,98,158,57,1201,8199,4006,20319.82372,4751,0
0,777,36,99,146,60,1145,8092,4155,20842.76768,4963,0
0,850,36,101,186,88,1237,8209,4074,20569.30569,4817,0
0,906,36,94,172,72,1202,8153,3999,20120.28478,4669,0
0,836,36,97,168,79,1195,8166,4144,20862.05556,4863,0
0,894,36,101,171,53,1289,8202,4041,20162.62995,4791,0
0,879,36,104,159,65,1210,8124,4013,20370.13333,4720,0
0,802,36,111,178,54,1256,8206,4018,20443.39015,4778,0
0,824,36,106,178,76,1191,8207,4007,20302.00203,4700,0
0,886,36,103,179,73,1181,8107,4238,21068.0303,4926,0
0,841,36,104,162,68,1220,8135,4062,20564.85583,4791,0
5,840,36,98,182,62,1237,8140,3990,20031.6176,4723,0
0,880,36,96,179,78,1193,8246,3909,19795.27778,4729,0
0,785,36,100,164,57,1143,8199,3990,20148.16667,4819,0
0,862,36,104,166,56,1241,8269,3947,19909.11443,4678,0
0,806,36,107,163,81,1212,8070,4186,20689.87581,4890,0
0,859,36,103,194,76,1211,8217,4030,20429.63363,4758,0
0,797,36,104,115,50,1163,8268,4013,20370.58906,4801,0
0,931,36,97,191,77,1205,8181,3930,19885.32051,4709,0
0,846,36,109,170,61,1226,8204,3967,20241.45198,4753,0
0,810,36,106,175,81,1186,8134,4119,20490.96837,4808,1
0,800,36,107,151,63,1255,8169,3960,20087.50603,4686,0
0,817,36,99,180,63,1177,8176,4035,20460.12906,4769,0
0,833,36,102,152,61,1198,8262,3945,19986.69658,4725,0
0,836,36,109,188,95,1165,8118,4010,20245.25552,4772,0
0,867,36,100,175,59,1243,8166,3935,20195.60909,4676,0
0,872,36,101,174,73,1195,8182,4005,20161.25556,4778,0
0,825,36,103,124,52,1204,8174,4013,20467.01565,4784,0
0,828,36,103,172,77,1216,8145,4056,20406.45884,4793,0
0,786,36,117,158,68,1155,8150,4175,20866.39533,4898,0
0,903,36,101,170,77,1208,8234,4030,20545.70192,4821,0
0,879,36,91,169,76,1240,8121,4025,20262.38889,4777,0
0,839,36,100,155,52,1190,8241,3979,20075.03077,4800,0
0,820,36,96,173,73,1222,8195,4084,20653.59337,4841,0
0,806,36,104,171,65,1264,8261,4035,20393.46555,4765,0
0,856,36,101,167,64,1174,8053,4123,20655.23356,4890,0
0,829,36,98,172,67,1151,8194,4068,20318.51515,4790,0
0,849,36,103,188,70,1206,8167,3963,20034.53081,4684,0
0,791,36,100,173,50,1244,8232,4028,20265.11111,4745,0
2,866,36,98,163,54,1188,8218,4036,20077.96667,4737,0
0,847,36,101,171,69,1191,8202,4148,20520.92626,4878,0
0,781,36,100,133,50,1175,8271,3884,19974.21049,4666,0
0,811,36,113,163,74,1207,8194,3961,20164.31406,4758,0
